1,SHADOW,true,-200.0,2.934255,2.947422,0.013167
1,NO_SHADOW,false,-200.0,3.099953,3.113908,0.013955
1,SHADOW,true,-200.0,3.484119,3.497596,0.013477
1,NO_SHADOW,false,-200.0,3.634497,3.647709,0.013212
1,SHADOW,true,-200.0,4.017787,4.031031,0.013244
1,NO_SHADOW,false,-200.0,4.167179,4.180558,0.013379
1,SHADOW,true,-200.0,4.534481,4.547670,0.013189
1,NO_SHADOW,false,-200.0,4.706806,4.722212,0.015406
1,SHADOW,true,-200.0,5.092803,5.105928,0.013125
1,NO_SHADOW,false,-200.0,5.241154,5.255487,0.014333
1,SHADOW,true,-200.0,5.612003,5.622656,0.010653
1,NO_SHADOW,false,-200.0,5.775429,5.788833,0.013404
2,INIT,false,0.0,0.000000,0.110072,0.110072
2,SHADOW,true,0.0,0.138516,0.145230,0.006714
2,NO_SHADOW,false,0.0,13.204330,13.206690,0.002360
2,SHADOW,true,0.0,16.708980,16.711886,0.002906
2,NO_SHADOW,false,0.0,16.881200,16.894850,0.013650
2,SHADOW,true,0.0,17.249631,17.261517,0.011886
2,NO_SHADOW,false,0.0,17.406141,17.419957,0.013816
2,SHADOW,true,0.0,17.806491,17.819863,0.013372
2,NO_SHADOW,false,0.0,17.956860,17.969945,0.013085
2,SHADOW,true,0.0,18.339929,18.353185,0.013256
2,NO_SHADOW,false,0.0,18.489922,18.503251,0.013329
2,SHADOW,true,0.0,18.940292,18.953837,0.013545
2,NO_SHADOW,false,0.0,19.106034,19.119913,0.013879
2,SHADOW,true,0.0,19.590056,19.603271,0.013215
2,NO_SHADOW,false,0.0,19.757249,19.769976,0.012727
2,SHADOW,true,0.0,20.178898,20.180857,0.001959
2,NO_SHADOW,false,0.0,20.331843,20.344923,0.013080
2,SHADOW,true,0.0,20.756347,20.770403,0.014056
2,NO_SHADOW,false,0.0,20.908251,20.920146,0.011895
2,SHADOW,true,0.0,21.258095,21.269876,0.011781
2,NO_SHADOW,false,0.0,21.422676,21.436590,0.013914
2,NO_SHADOW,false,100.0,21.422676,12.109555,-9.313121
2,NO_SHADOW,false,100.0,20.119304,20.134694,0.015390
3,SHADOW,true,0.0,0.000205,0.010473,0.010268
3,NO_SHADOW,false,0.0,2.440866,2.452756,0.011890
3,SHADOW,true,0.0,6.056399,6.069474,0.013075
3,NO_SHADOW,false,0.0,6.230036,6.244596,0.014560
3,SHADOW,true,0.0,6.571748,6.586093,0.014345
3,NO_SHADOW,false,0.0,6.732574,6.744589,0.012015
3,SHADOW,true,0.0,7.090576,7.096892,0.006316
3,NO_SHADOW,false,0.0,7.240928,7.252806,0.011878
3,SHADOW,true,0.0,7.606850,7.616204,0.009354
3,NO_SHADOW,false,0.0,7.774039,7.786213,0.012174
3,SHADOW,true,0.0,8.141136,8.148525,0.007389
3,NO_SHADOW,false,0.0,8.283349,8.288179,0.004830
3,SHADOW,true,0.0,8.624179,8.630166,0.005987
3,NO_SHADOW,false,0.0,8.772372,8.786242,0.013870
3,SHADOW,true,0.0,9.105298,9.119472,0.014174
3,NO_SHADOW,false,0.0,9.258933,9.264632,0.005699
3,SHADOW,true,0.0,9.615326,9.624085,0.008759
3,NO_SHADOW,false,0.0,9.772002,9.786183,0.014181
3,SHADOW,true,0.0,10.115463,10.123118,0.007655
3,NO_SHADOW,false,0.0,10.250096,10.256856,0.006760
3,SHADOW,true,0.0,10.786693,10.792180,0.005487
3,NO_SHADOW,false,0.0,10.932467,10.944638,0.012171
3,SHADOW,true,0.0,11.916186,11.922066,0.005880
3,NO_SHADOW,false,0.0,12.055929,12.069593,0.013664
3,SHADOW,true,0.0,12.420169,12.426028,0.005859
3,NO_SHADOW,false,0.0,12.549941,12.554877,0.004936
3,SHADOW,true,0.0,12.898565,12.911195,0.012630
3,NO_SHADOW,false,0.0,13.066329,13.077906,0.011577
3,SHADOW,true,0.0,13.431981,13.440843,0.008862
3,NO_SHADOW,false,0.0,13.586523,13.589874,0.003351
1,NO_SHADOW,false,0.0,0.000068,0.002503,0.002435
2,NO_SHADOW,false,0.0,0.000072,0.014208,0.014136
2,SHADOW,true,0.0,4.928111,4.933729,0.005618
2,NO_SHADOW,false,0.0,5.048418,5.051363,0.002945
2,SHADOW,true,0.0,5.742479,5.755966,0.013487
2,NO_SHADOW,false,0.0,5.892465,5.905957,0.013492
2,SHADOW,true,0.0,6.267699,6.280980,0.013281
2,NO_SHADOW,false,0.0,6.417025,6.431011,0.013986
1,INIT,false,0.0,0.000000,0.148624,0.148624
1,SHADOW,true,0.0,0.186230,0.199303,0.013073
