1,INIT,false,0.0,0.130547
1,NO_SHADOW,false,0.0,0.005802
2,NO_SHADOW,false,0.0,0.002401
3,NO_SHADOW,false,0.0,0.004690
1,NO_SHADOW,false,0.0,0.015863
2,NO_SHADOW,false,0.0,0.015201
3,NO_SHADOW,false,0.0,0.015569
1,NO_SHADOW,false,0.0,0.015207
2,NO_SHADOW,false,0.0,0.015651
3,NO_SHADOW,false,0.0,0.015242
1,NO_SHADOW,false,0.0,0.015377
2,NO_SHADOW,false,0.0,0.015313
3,NO_SHADOW,false,0.0,0.015285
1,NO_SHADOW,false,0.0,0.015904
2,NO_SHADOW,false,0.0,0.015385
3,NO_SHADOW,false,0.0,0.016120
1,NO_SHADOW,false,0.0,0.016138
2,NO_SHADOW,false,0.0,0.014829
3,NO_SHADOW,false,0.0,0.014864
1,NO_SHADOW,false,0.0,0.016062
2,NO_SHADOW,false,0.0,0.015018
3,NO_SHADOW,false,0.0,0.015516
1,NO_SHADOW,false,0.0,0.015999
2,NO_SHADOW,false,0.0,0.015763
3,NO_SHADOW,false,0.0,0.016076
1,NO_SHADOW,false,0.0,0.016499
2,NO_SHADOW,false,0.0,0.016220
3,NO_SHADOW,false,0.0,0.016104
1,NO_SHADOW,false,0.0,0.016269
2,NO_SHADOW,false,0.0,0.015729
3,NO_SHADOW,false,0.0,0.015392
1,INIT,false,0.0,0.134704
1,NO_SHADOW,false,0.0,0.007175
3,INIT,false,0.0,0.121540
3,NO_SHADOW,false,0.0,0.007979
3,NO_SHADOW,false,0.0,0.006210
3,NO_SHADOW,false,0.0,0.004059
3,NO_SHADOW,false,0.0,0.015452
3,NO_SHADOW,false,0.0,0.015612
3,NO_SHADOW,false,0.0,0.015257
3,NO_SHADOW,false,0.0,0.015317
3,NO_SHADOW,false,0.0,0.015712
3,NO_SHADOW,false,0.0,0.015001
3,NO_SHADOW,false,0.0,0.015603
